Date,Open,High,Low,Close,Volume
2003-10-13,0.45132,0.45132,0.43872,0.43872,37184
2003-10-14,0.43872,0.43872,0.43872,0.43872,24353
2003-10-15,0.43872,0.44511,0.43872,0.44511,12094
2003-10-16,0.45132,0.45132,0.43872,0.43872,43027
2003-10-17,0.43259,0.44511,0.43259,0.44511,18796
2003-10-20,0.44511,0.44511,0.42627,0.43259,38207
2003-10-21,0.44511,0.44511,0.44511,0.44511,2470
2003-10-22,0.44511,0.44511,0.42627,0.42627,54404
2003-10-23,0.43259,0.43259,0.42627,0.42627,1506
2003-10-24,0.42627,0.43872,0.42627,0.42627,14859
2003-10-27,0.44511,0.558,0.44511,0.5267,775872
2003-10-28,0.5517,0.583,0.5016,0.5016,359694
2003-10-29,0.5267,0.5454,0.5141,0.5267,195332
2003-10-30,0.5267,0.5329,0.5016,0.5329,179685
2003-10-31,0.5391,0.6395,0.5391,0.6395,1312668
2003-11-03,0.6834,0.6896,0.6457,0.6457,784492
2003-11-04,0.652,0.6645,0.5893,0.6018,322029
2003-11-05,0.5956,0.6457,0.5956,0.6457,344516
2003-11-06,0.677,0.677,0.6331,0.677,581152
2003-11-07,0.6959,0.7712,0.677,0.7397,1230268
2003-11-10,0.7522,0.8902,0.7522,0.8839,811760
2003-11-12,0.909,0.9905,0.8024,0.8275,1513249
2003-11-13,0.8337,0.8337,0.7397,0.7647,745644
2003-11-14,0.7712,0.7712,0.7147,0.7397,445921
2003-11-17,0.7271,0.7271,0.677,0.6834,191738
2003-11-18,0.6896,0.7271,0.6645,0.7271,397339
2003-11-19,0.7271,0.7271,0.6959,0.7271,153668
2003-11-20,0.7271,0.7522,0.6896,0.7021,279296
2003-11-21,0.7084,0.7397,0.7084,0.7271,175887
2003-11-24,0.7271,0.7334,0.7084,0.7271,115676
2003-11-25,0.7084,0.7271,0.6896,0.6896,112731
2003-11-26,0.6834,0.6896,0.6645,0.677,89993
2003-11-27,0.6708,0.6896,0.6645,0.6708,137885
2003-11-28,0.677,0.677,0.6457,0.6708,166411
2003-12-01,0.6645,0.6834,0.652,0.677,146859
2003-12-02,0.677,0.7271,0.677,0.7084,272313
2003-12-03,0.721,0.721,0.6834,0.6896,148287
2003-12-04,0.6959,0.6959,0.677,0.6896,68270
2003-12-05,0.677,0.6896,0.677,0.677,35797
2003-12-08,0.6708,0.677,0.652,0.6708,164458
2003-12-09,0.677,0.6834,0.6645,0.677,125529
2003-12-10,0.677,0.6896,0.677,0.677,39669
2003-12-11,0.6896,0.6896,0.6583,0.677,103720
2003-12-12,0.677,0.6896,0.6645,0.677,128859
2003-12-15,0.6959,0.7962,0.6959,0.7962,1251054
2003-12-16,0.7772,0.8024,0.746,0.746,622600
2003-12-17,0.7397,0.7586,0.7271,0.7397,263491
2003-12-18,0.746,0.7647,0.7334,0.7397,175075
2003-12-19,0.7397,0.746,0.7271,0.7334,73682
2003-12-22,0.7334,0.7836,0.7334,0.7522,414909
2003-12-23,0.7586,0.7898,0.7586,0.7772,384120
2003-12-29,0.7962,0.7962,0.7647,0.7647,130046
2003-12-30,0.7586,0.8715,0.7586,0.8715,382050
2003-12-31,0.8651,0.8651,0.8151,0.8401,161034
2004-01-02,0.8464,0.8526,0.8087,0.8151,130771
2004-01-05,0.8212,0.8902,0.8151,0.8715,348959
2004-01-06,0.8777,0.9466,0.8715,0.8839,513560
2004-01-07,0.9404,0.9717,0.9215,0.9717,675069
2004-01-08,1.0031,1.0281,0.9717,0.9905,435485
2004-01-09,0.9842,0.9842,0.9028,0.9341,556068
2004-01-12,0.9215,0.9655,0.9215,0.9655,137467
2004-01-13,0.9655,0.9655,0.9215,0.9404,181488
2004-01-14,0.9404,0.9466,0.8902,0.9404,277741
2004-01-15,0.909,0.9529,0.9028,0.9341,146350
2004-01-16,0.9341,0.9717,0.9215,0.9529,298623
2004-01-19,0.9529,1.0532,0.9404,1.0406,494904
2004-01-20,1.0657,1.0657,1.0031,1.0344,250466
2004-01-21,1.0406,1.0406,1.0031,1.0155,83228
2004-01-22,1.0155,1.0281,0.9781,1.0281,114281
2004-01-23,1.0468,1.0719,1.0093,1.0155,205559
2004-01-26,1.0281,1.0281,0.9655,0.9655,288782
2004-01-27,0.9781,0.9905,0.9153,0.9341,460585
2004-01-28,0.909,0.909,0.8337,0.8337,221358
2004-01-29,0.8337,0.9028,0.7836,0.8965,276070
2004-01-30,0.8965,0.9215,0.8902,0.909,72481
2004-02-02,0.909,0.9905,0.8902,0.9466,228015
2004-02-03,0.9781,0.9781,0.9279,0.9466,78220
2004-02-04,0.9717,1.0093,0.9529,0.9781,267553
2004-02-05,0.9717,0.9842,0.9591,0.9781,77424
2004-02-06,0.9842,1.0281,0.9842,1.0093,196586
2004-02-09,1.0155,1.0281,0.9842,1.0218,194239
2004-02-10,1.0281,1.0281,1.0031,1.0281,173972
2004-02-11,1.0281,1.0281,0.9967,1.0281,178055
2004-02-12,1.0344,1.1033,1.0344,1.0908,516681
2004-02-13,1.1033,1.1033,1.0657,1.0908,127623
2004-02-16,1.0719,1.1347,1.0594,1.1158,326960
2004-02-17,1.1284,1.1723,1.1222,1.1472,526844
2004-02-18,1.1661,1.1661,1.1222,1.1284,262836
2004-02-19,1.1096,1.1284,1.0719,1.0845,226863
2004-02-20,1.0845,1.1222,1.0594,1.1158,166030
2004-02-23,1.141,1.141,1.0908,1.1033,142942
2004-02-24,1.1158,1.1158,1.0344,1.0468,219517
2004-02-25,1.0344,1.0657,1.0344,1.0468,45789
2004-02-26,1.0657,1.0782,1.0468,1.0594,110189
2004-02-27,1.0657,1.0845,1.0532,1.0845,94620
2004-03-01,1.1096,1.1096,1.0532,1.0719,223926
2004-03-02,1.0719,1.0845,1.0406,1.0657,96030
2004-03-03,1.0657,1.0657,1.0406,1.0657,176005
2004-03-04,1.0657,1.0657,1.0532,1.0657,246960
2004-03-05,1.0532,1.1158,1.0468,1.0908,807734
2004-03-08,1.1222,1.21,1.1096,1.21,1008011
2004-03-09,1.2538,1.2851,1.1536,1.1975,820461
2004-03-10,1.1975,1.21,1.1536,1.1723,341876
2004-03-11,1.1536,1.1536,1.1033,1.1472,310483
2004-03-12,1.141,1.1975,1.0971,1.1536,307071
2004-03-15,1.1598,1.2538,1.1347,1.1347,533124
2004-03-16,1.1347,1.1347,1.0971,1.1284,136626
2004-03-17,1.1472,1.1723,1.1347,1.1536,97410
2004-03-18,1.1723,1.1786,1.0971,1.0971,152355
2004-03-19,1.1033,1.1222,1.0031,1.0594,245339
2004-03-22,1.0031,1.0657,1.0031,1.0406,109438
2004-03-23,1.0532,1.0845,1.0406,1.0532,99561
2004-03-24,1.0657,1.0782,1.0406,1.0657,52747
2004-03-25,1.0594,1.0782,1.0468,1.0782,109484
2004-03-26,1.0782,1.0782,1.0281,1.0344,137553
2004-03-29,1.0218,1.0657,1.0093,1.0657,295293
2004-03-30,1.0719,1.1347,1.0594,1.1158,272705
2004-03-31,1.1284,1.1284,1.0657,1.0845,78223
2004-04-01,1.1033,1.1033,1.0908,1.0908,36789
2004-04-02,1.0908,1.1033,1.0845,1.1033,57910
2004-04-05,1.0908,1.1033,1.0719,1.0971,50876
2004-04-06,1.0782,1.0908,1.0594,1.0719,79905
2004-04-07,1.0782,1.0782,1.0532,1.0782,19778
2004-04-08,1.0845,1.0971,1.0657,1.0908,82841
2004-04-13,1.1096,1.1096,1.0908,1.0971,69706
2004-04-14,1.0971,1.0971,1.0657,1.0908,27868
2004-04-15,1.0657,1.0908,1.0532,1.0719,124363
2004-04-16,1.0845,1.0845,1.0406,1.0657,110647
2004-04-19,1.0657,1.0782,1.0532,1.0657,55752
2004-04-20,1.0657,1.0719,1.0406,1.0532,105281
2004-04-21,1.0657,1.0657,1.0468,1.0532,120995
2004-04-22,1.0594,1.0782,1.0468,1.0657,120343
2004-04-23,1.0782,1.1347,1.0782,1.1284,443365
2004-04-26,1.1472,1.185,1.1347,1.1472,309907
2004-04-27,1.1723,1.1911,1.1347,1.1472,239576
2004-04-28,1.1536,1.1536,1.0971,1.1096,91407
2004-04-29,1.0908,1.0908,1.0594,1.0845,200972
2004-04-30,1.0908,1.0908,1.0532,1.0719,81081
2004-05-04,1.0657,1.0845,1.0344,1.0719,59864
2004-05-05,1.0657,1.0782,1.0594,1.0657,26214
2004-05-06,1.0657,1.0657,1.0468,1.0594,32962
2004-05-07,1.0406,1.0532,0.9215,0.9655,193852
2004-05-10,0.9529,0.9529,0.909,0.9279,72243
2004-05-11,0.9341,0.9404,0.8839,0.8839,93476
2004-05-12,0.9153,0.9404,0.9028,0.9215,45581
2004-05-13,0.9279,0.9466,0.9028,0.9404,102642
2004-05-14,0.9279,0.9466,0.9279,0.9466,43520
2004-05-17,0.9717,1.0406,0.9717,1.0406,222525
2004-05-18,1.0782,1.0908,1.0344,1.0532,222741
2004-05-19,1.0657,1.0719,0.9717,1.0344,285726
2004-05-20,1.0468,1.1723,1.0344,1.1536,650686
2004-05-21,1.1536,1.1723,1.1096,1.1222,425985
2004-05-24,1.1158,1.1472,1.1033,1.1158,158752
2004-05-25,1.1158,1.1158,1.0657,1.0971,259666
2004-05-26,1.1033,1.1033,1.0657,1.0845,51588
2004-05-27,1.0845,1.141,1.0657,1.1222,95138
2004-05-28,1.141,1.141,1.0971,1.1158,50688
2004-05-31,1.141,1.141,1.1033,1.1222,72191
2004-06-01,1.1096,1.1222,1.1033,1.1096,72173
2004-06-02,1.1222,1.1222,1.1033,1.1222,52250
2004-06-03,1.1284,1.1284,1.1033,1.1222,72434
2004-06-04,1.1158,1.1158,1.0971,1.1096,17417
2004-06-07,1.1222,1.1222,1.1033,1.1158,19485
2004-06-08,1.1096,1.1158,1.0908,1.1096,44682
2004-06-09,1.0908,1.1033,1.0657,1.0719,162091
2004-06-11,1.0657,1.0908,1.0657,1.0719,15048
2004-06-14,1.0719,1.1158,1.0719,1.1033,24735
2004-06-15,1.0971,1.0971,1.0719,1.0908,7872
2004-06-16,1.0719,1.0845,1.0657,1.0845,81593
2004-06-17,1.0845,1.0845,1.0344,1.0532,34096
2004-06-18,1.0344,1.0344,0.9842,1.0155,76461
2004-06-21,1.0406,1.0468,0.9967,1.0468,22721
2004-06-22,1.0468,1.0657,1.0281,1.0594,35631
2004-06-23,1.0594,1.0782,1.0468,1.0657,39978
2004-06-24,1.0782,1.0908,1.0657,1.0908,48518
2004-06-25,1.1033,1.1723,1.0971,1.1222,379623
2004-06-28,1.1536,1.1536,1.0908,1.1096,129655
2004-06-29,1.1158,1.1158,1.0845,1.0971,52557
2004-06-30,1.0971,1.0971,1.0719,1.0782,24969
2004-07-01,1.0782,1.0782,1.0657,1.0657,11538
2004-07-02,1.0845,1.0845,1.0594,1.0782,15045
2004-07-05,1.0594,1.0719,1.0594,1.0719,4131
2004-07-06,1.0782,1.0908,1.0782,1.0908,46467
2004-07-07,1.0908,1.0908,1.0782,1.0782,12319
2004-07-08,1.0908,1.141,1.0908,1.1347,162873
2004-07-09,1.1347,1.1536,1.1222,1.141,89725
2004-07-12,1.1472,1.1472,1.1222,1.1222,21136
2004-07-13,1.1096,1.1222,1.0657,1.0908,250223
2004-07-14,1.0782,1.0845,1.0657,1.0845,55024
2004-07-15,1.1096,1.1786,1.1096,1.1472,219069
2004-07-16,1.1472,1.1723,1.1347,1.1723,85142
2004-07-19,1.1661,1.185,1.141,1.1786,68527
2004-07-20,1.185,1.3666,1.1598,1.3666,933520
2004-07-21,1.3791,1.4356,1.3165,1.3604,750569
2004-07-22,1.3165,1.3729,1.2977,1.354,117233
2004-07-23,1.3352,1.4857,1.3352,1.4419,376416
2004-07-26,1.4482,1.4796,1.4043,1.4043,168875
2004-07-27,1.4043,1.4043,1.3604,1.3604,70455
2004-07-28,1.3854,1.3854,1.3228,1.3352,133302
2004-07-29,1.3729,1.4857,1.3729,1.4857,476582
2004-07-30,1.4982,1.5485,1.4607,1.4857,418799
2004-08-02,1.5799,1.7553,1.5799,1.7553,1006582
2004-08-03,1.793,1.8431,1.6738,1.6801,769039
2004-08-04,1.6675,1.724,1.5985,1.6989,514800
2004-08-05,1.6989,1.8431,1.6675,1.8369,480435
2004-08-06,1.749,1.793,1.586,1.586,776516
2004-08-09,1.5923,1.5923,1.4921,1.4921,521813
2004-08-10,1.4732,1.5985,1.4732,1.5923,555102
2004-08-11,1.5923,1.6299,1.5609,1.5799,271326
2004-08-12,1.5985,1.6425,1.5485,1.6425,205689
2004-08-13,1.6299,1.7115,1.6299,1.6926,358304
2004-08-16,1.5923,1.6989,1.5923,1.6487,80249
2004-08-17,1.6926,1.7428,1.6738,1.7051,160161
2004-08-18,1.7302,1.8431,1.7051,1.8431,633173
2004-08-19,1.8933,1.9308,1.8431,1.8995,412099
2004-08-20,1.8806,1.8933,1.8305,1.8745,205932
2004-08-23,1.8681,1.9308,1.8555,1.862,108097
2004-08-24,1.862,1.8806,1.7742,1.8242,143935
2004-08-25,1.8305,1.8555,1.8305,1.8369,111644
2004-08-26,1.862,1.862,1.8369,1.8369,40924
2004-08-27,1.8305,1.8995,1.8305,1.887,96662
2004-08-30,1.887,1.9685,1.887,1.9434,86002
2004-08-31,1.9372,1.9497,1.9119,1.9372,67552
2004-09-01,1.9245,1.9245,1.862,1.887,68640
2004-09-02,1.887,1.9434,1.8555,1.9434,159215
2004-09-03,1.9372,1.9497,1.8995,1.9434,99807
2004-09-06,1.9434,1.9559,1.8933,1.9308,146555
2004-09-07,1.9372,1.9685,1.9119,1.9685,109992
2004-09-08,1.9685,2.0939,1.9434,2.0875,214452
2004-09-09,2.0875,2.3634,2.0563,2.2443,319410
2004-09-10,2.2944,2.2944,2.1941,2.2067,166091
2004-09-13,2.2067,2.4073,2.2067,2.4073,208256
2004-09-14,2.401,2.5639,2.401,2.5014,447382
2004-09-15,2.5389,2.5515,2.5139,2.5327,200871
2004-09-16,2.5453,2.8837,2.5327,2.7898,399211
2004-09-17,2.7959,2.984,2.6079,2.6392,585505
2004-09-20,2.6768,2.7959,2.6079,2.7019,150765
2004-09-21,2.7019,2.727,2.6581,2.6768,87178
2004-09-22,2.7019,2.7019,2.4825,2.5014,152616
2004-09-23,2.401,2.8837,2.401,2.7082,362998
2004-09-24,2.6706,2.8274,2.6142,2.6142,222211
2004-09-27,2.6142,2.6831,2.5829,2.633,48735
2004-09-28,2.6581,2.727,2.633,2.6706,105458
2004-09-29,2.6894,2.7959,2.6517,2.752,139904
2004-09-30,2.8085,3.0656,2.8085,2.9902,418570
2004-10-01,3.0656,3.1909,2.9966,3.1284,376454
2004-10-04,3.1597,3.2159,3.0028,3.0341,288258
2004-10-05,3.0341,3.1284,2.9213,3.0656,166398
2004-10-06,3.0656,3.1284,2.9966,3.1284,51338
2004-10-07,3.1284,3.1284,3.0341,3.097,73257
2004-10-08,3.0656,3.097,3.0341,3.0341,161361
2004-10-11,3.0656,3.1597,2.9966,3.1597,152546
2004-10-12,3.2473,3.4918,3.2473,3.4291,351272
2004-10-13,3.4918,3.5232,3.3414,3.3978,145779
2004-10-14,3.3978,3.5232,3.31,3.4604,128731
2004-10-15,3.4604,3.6737,3.3978,3.5545,212330
2004-10-18,3.4604,3.6737,3.3978,3.6422,219391
2004-10-19,3.7364,4.0686,3.7364,4.0686,230679
2004-10-20,4.1313,4.2505,3.7677,3.8867,353666
2004-10-21,3.9494,4.1313,3.8242,3.9182,417296
2004-10-22,3.8554,3.9745,3.7677,3.8867,81128
2004-10-25,3.7677,3.8242,3.5545,3.7677,328871
2004-10-26,3.6422,3.7677,3.6109,3.7677,441194
2004-10-27,3.7677,3.9494,3.7051,3.9494,72754
2004-10-28,4.0058,4.1313,4.0058,4.0372,108218
2004-10-29,4.1313,4.1877,4.0686,4.1877,76365
2004-11-02,4.2505,4.7958,4.2505,4.5512,340979
2004-11-03,4.6139,4.7331,4.5825,4.5825,253115
2004-11-04,4.5512,4.6453,4.3695,4.4009,141009
2004-11-05,4.5512,4.6453,4.4949,4.5262,147024
2004-11-08,4.5262,4.6453,4.4949,4.5262,302342
2004-11-09,4.5512,4.7645,4.4321,4.6767,348961
2004-11-10,4.7958,4.921,4.7331,4.8585,197185
2004-11-12,4.8898,4.9462,4.6767,4.7958,237103
2004-11-15,4.7958,4.8585,4.5825,4.7958,184247
2004-11-16,4.7331,4.7331,4.5262,4.5512,149725
2004-11-17,4.3695,4.5262,3.9494,4.3131,345463
2004-11-18,4.1313,4.3131,4.1313,4.2817,149106
2004-11-19,4.3131,4.5512,4.3131,4.4949,118533
2004-11-22,4.4949,4.4949,4.2817,4.3131,87238
2004-11-23,4.2191,4.3444,4.1877,4.2817,173295
2004-11-24,4.2505,4.2817,4.1877,4.2505,239997
2004-11-25,4.2505,4.3444,4.2191,4.3444,50936
2004-11-26,4.3695,4.4009,4.2191,4.3131,75594
2004-11-29,4.2505,4.3695,4.2505,4.3695,129074
2004-11-30,4.4009,4.5512,4.3695,4.5262,71635
2004-12-01,4.5262,4.7331,4.4636,4.6767,143870
2004-12-02,4.7331,4.7958,4.4636,4.5262,97925
2004-12-03,4.5512,4.5825,4.4321,4.5512,67791
2004-12-06,4.5825,4.6453,4.4321,4.5262,41719
2004-12-07,4.4949,4.5512,4.3695,4.3695,47045
2004-12-08,4.4321,4.4321,4.2505,4.4009,42590
2004-12-09,4.3695,4.3695,4.3131,4.3695,24261
2004-12-10,4.2817,4.3131,4.2505,4.3131,42499
2004-12-13,4.2505,4.2817,4.1564,4.2817,192511
2004-12-14,4.2191,4.2817,4.2191,4.2505,58173
2004-12-15,4.2505,4.4009,4.2505,4.3444,89148
2004-12-16,4.4321,4.4321,4.3695,4.4009,25348
2004-12-17,4.4321,4.4636,4.3131,4.3444,68608
2004-12-20,4.3444,4.3695,4.2505,4.3131,98476
2004-12-21,4.2505,4.3131,4.1564,4.2817,66459
2004-12-22,4.2505,4.2817,4.2505,4.2817,50757
2004-12-23,4.2505,4.2817,4.2191,4.2817,42910
2004-12-24,4.2817,4.2817,4.1877,4.2505,32885
2004-12-27,4.2505,4.2817,4.2191,4.2817,58198
2004-12-28,4.2505,4.2817,4.2191,4.2505,69436
2004-12-29,4.2505,4.2817,4.2505,4.2505,96780
2004-12-30,4.2505,4.2817,4.1877,4.2505,38431
2004-12-31,4.2505,4.4949,4.2505,4.4009,209558
2005-01-03,4.4636,4.4636,4.2505,4.2505,38021
2005-01-04,4.2505,4.2817,4.2191,4.2505,20333
2005-01-05,4.1877,4.2191,3.7927,4.0372,71522
2005-01-06,4.0372,4.2505,3.8867,4.0058,85849
2005-01-07,4.0372,4.0686,3.9494,3.9745,84195
2005-01-10,3.9745,4.0999,3.6422,3.7927,62298
2005-01-11,3.6422,3.8867,3.3414,3.3727,220539
2005-01-12,3.4604,3.4918,3.2787,3.3978,161452
2005-01-13,3.4918,3.7364,3.4291,3.7364,185386
2005-01-14,3.7677,4.0058,3.7677,3.9494,156905
2005-01-17,3.9745,3.9745,3.7051,3.8554,58238
2005-01-18,3.7927,3.7927,3.4918,3.5232,98679
2005-01-19,3.6109,3.6109,3.3978,3.5796,95158
2005-01-20,3.5232,3.5796,3.4291,3.4918,49747
2005-01-21,3.5545,3.5545,3.4604,3.4918,36252
2005-01-24,3.4604,3.5796,3.3727,3.5796,41395
2005-01-25,3.6422,3.6737,3.6109,3.6737,17962
2005-01-26,3.7051,3.7051,3.6109,3.6422,20666
2005-01-27,3.6109,3.6422,3.4918,3.5796,28000
2005-01-28,3.5232,3.6422,3.5232,3.6109,35915
2005-01-31,3.6109,4.0999,3.6109,3.9745,291331
2005-02-01,4.0686,4.0686,3.7677,3.8554,105419
2005-02-02,3.8867,3.8867,3.7677,3.8242,27766
2005-02-03,3.7677,3.8867,3.7677,3.8867,19991
2005-02-04,3.8867,3.9494,3.7927,3.9182,32341
2005-02-07,3.9182,4.0058,3.8867,3.9494,57003
2005-02-08,3.9494,4.0058,3.9182,3.9494,40907
2005-02-09,3.9745,4.0058,3.8867,4.0058,61685
2005-02-10,4.0058,4.0372,3.9494,3.9745,40826
2005-02-11,3.9494,4.0058,3.7364,3.8554,68598
2005-02-14,3.8242,4.0686,3.8242,3.9494,92727
2005-02-15,4.0058,4.0058,3.8554,3.9494,66265
2005-02-16,3.9182,3.9494,3.8867,3.8867,40186
2005-02-17,3.8867,3.8867,3.7051,3.7364,79536
2005-02-18,3.8554,3.8554,3.6422,3.7364,148312
2005-02-21,3.7677,3.7927,3.6422,3.7051,40678
2005-02-22,3.6737,3.7051,3.6109,3.6737,29862
2005-02-23,3.6422,3.6737,3.5796,3.6422,26542
2005-02-24,3.6422,3.7051,3.6109,3.6737,45833
2005-02-25,3.6422,3.6737,3.6109,3.6737,55172
2005-02-28,3.6737,3.6737,3.6109,3.6737,46025
2005-03-01,3.6737,3.7051,3.6422,3.7051,16387
2005-03-02,3.7051,3.9182,3.7051,3.7927,92414
2005-03-03,3.7677,3.7677,3.7051,3.7677,17953
2005-03-04,3.7677,3.7677,3.7051,3.7364,5324
2005-03-07,3.7927,3.7927,3.7051,3.7051,13856
2005-03-08,3.7051,3.7364,3.5796,3.7051,49524
2005-03-09,3.6737,3.7051,3.6109,3.7051,8585
2005-03-10,3.7051,3.7051,3.6109,3.6109,8738
2005-03-11,3.6422,3.6422,3.5796,3.6109,10575
2005-03-14,3.6109,3.6109,3.4291,3.4918,18483
2005-03-15,3.4291,3.5545,3.4291,3.5545,28708
2005-03-16,3.4918,3.6422,3.4604,3.6422,50488
2005-03-17,3.6109,3.6422,3.5232,3.6422,44190
2005-03-18,3.6737,3.7364,3.5796,3.7364,19285
2005-03-21,3.7051,3.7677,3.6422,3.6422,17038
2005-03-22,3.7051,3.7051,3.6422,3.7051,11394
2005-03-23,3.6737,3.7051,3.6109,3.7051,19680
2005-03-24,3.6422,3.7051,3.6109,3.7051,28124
2005-03-29,3.7051,3.7051,3.6422,3.7051,14272
2005-03-30,3.6109,3.6737,3.6109,3.6422,6109
2005-03-31,3.6109,3.7051,3.6109,3.6422,34623
2005-04-01,3.7051,3.8242,3.6109,3.6422,107765
2005-04-04,3.7051,3.7051,3.6422,3.6422,4529
2005-04-05,3.6422,3.6737,3.6109,3.6422,6012
2005-04-06,3.6737,3.7051,3.6109,3.6737,25288
2005-04-07,3.6422,3.6737,3.6109,3.6422,32272
2005-04-11,3.6422,3.6737,3.6422,3.6737,6146
2005-04-12,3.6422,3.6422,3.6109,3.6422,3586
2005-04-13,3.6422,3.6737,3.6422,3.6737,21158
2005-04-14,3.6422,3.7051,3.6422,3.6737,32372
2005-04-15,3.6422,3.6737,3.6109,3.6422,24707
2005-04-18,3.6422,3.6422,3.6109,3.6422,40079
2005-04-19,3.6422,3.6422,3.5796,3.6422,43757
2005-04-20,3.6422,3.6422,3.5796,3.6109,38833
2005-04-21,3.5545,3.5545,3.5232,3.5545,22005
2005-04-22,3.5796,3.5796,3.4918,3.5796,10903
2005-04-25,3.5796,3.5796,3.4918,3.5545,6670
2005-04-26,3.5796,3.5796,3.4918,3.5232,3440
2005-04-27,3.5232,3.5796,3.4918,3.5545,23863
2005-04-28,3.5232,3.5232,3.4291,3.4604,20072
2005-04-29,3.4291,3.5232,3.4291,3.4918,51528
2005-05-02,3.4918,3.4918,3.4291,3.4604,10799
2005-05-04,3.4918,3.4918,3.3978,3.4918,3672
2005-05-05,3.5232,3.5232,3.4604,3.5232,2913
2005-05-06,3.4918,3.4918,3.3978,3.4604,8620
2005-05-09,3.4604,3.4604,3.3414,3.4604,28725
2005-05-10,3.3978,3.4291,3.3727,3.4291,1754
2005-05-11,3.3978,3.3978,3.31,3.3727,19256
2005-05-12,3.3414,3.3727,3.2473,3.31,26221
2005-05-13,3.3414,3.3414,3.1284,3.1597,29934
2005-05-16,3.2159,3.2159,2.8837,2.9151,83234
2005-05-17,2.7959,2.9151,2.7959,2.9151,23194
2005-05-18,2.9966,3.1284,2.9151,3.097,42514
2005-05-19,3.2787,3.2787,3.1597,3.2159,46077
2005-05-20,3.2473,3.2473,3.097,3.1597,10243
2005-05-23,3.1284,3.2159,3.097,3.2159,15180
2005-05-24,3.2473,3.2473,3.097,3.2159,8768
2005-05-25,3.2473,3.2473,3.1284,3.1909,11905
2005-05-27,3.1284,3.1909,3.1284,3.1909,13704
2005-05-30,3.1909,3.1909,3.1284,3.1597,7735
2005-05-31,3.097,3.1597,3.097,3.1597,8149
2005-06-01,3.097,3.1284,3.0656,3.1284,9661
2005-06-02,3.1284,3.1284,2.9966,3.0656,14365
2005-06-03,3.0656,3.097,3.0028,3.0341,6747
2005-06-06,3.097,3.1597,3.0656,3.1597,30232
2005-06-07,3.097,3.1909,3.097,3.1284,25188
2005-06-08,3.1284,3.31,3.0341,3.31,64409
2005-06-09,3.3414,3.6422,3.3414,3.6109,234008
2005-06-10,3.6422,3.7927,3.4604,3.6109,195644
2005-06-13,3.5796,3.6422,3.4918,3.6109,23283
2005-06-14,3.6109,3.6109,3.3978,3.4604,66580
2005-06-15,3.4918,3.5545,3.4291,3.5545,35148
2005-06-16,3.5796,3.5796,3.4291,3.5545,47882
2005-06-17,3.5796,3.5796,3.4604,3.5545,33575
2005-06-20,3.5545,3.5545,3.5232,3.5545,7986
2005-06-21,3.5232,3.5545,3.5232,3.5545,12468
2005-06-22,3.5232,3.7051,3.5232,3.6422,50821
2005-06-23,3.7051,3.8867,3.6422,3.8554,105378
2005-06-24,3.8242,3.8867,3.7677,3.8242,52577
2005-06-27,3.7927,3.8554,3.7677,3.8554,19263
2005-06-28,3.8554,3.9182,3.8554,3.8867,16971
2005-06-29,3.9182,4.0686,3.9182,3.9182,137122
2005-06-30,3.8242,3.9494,3.8242,3.9182,42375
2005-07-01,3.9182,3.9182,3.8242,3.8554,23174
2005-07-04,3.7927,4.0058,3.7677,3.9494,73344
2005-07-05,3.9494,4.0058,3.8242,3.8242,30898
2005-07-06,3.8554,3.8554,3.7677,3.7677,50887
2005-07-07,3.7677,3.8867,3.6737,3.8867,56199
2005-07-08,3.8242,3.8554,3.7927,3.8554,6910
2005-07-11,3.8554,3.8867,3.7927,3.8554,9021
2005-07-12,3.8867,3.8867,3.7927,3.8242,3909
2005-07-13,3.8242,3.8242,3.7051,3.7364,12846
2005-07-14,3.7364,3.7364,3.6109,3.7364,47699
2005-07-15,3.7364,3.7364,3.6422,3.6422,9251
2005-07-18,3.6422,3.6422,3.5796,3.6422,17388
2005-07-19,3.5545,3.6422,3.5545,3.6422,23682
2005-07-20,3.7051,3.7927,3.7051,3.7927,61767
2005-07-21,3.8242,3.8867,3.7364,3.8242,70332
2005-07-22,3.8867,3.8867,3.8242,3.8554,17106
2005-07-25,3.7927,3.8867,3.7927,3.8867,4308
2005-07-26,3.8867,3.9494,3.8242,3.9494,26289
2005-07-27,3.9494,4.2505,3.8867,4.0999,244246
2005-07-28,4.2191,4.2191,4.0999,4.0999,71702
2005-07-29,4.1313,4.1564,4.0686,4.1313,116379
2005-08-01,4.0686,4.1564,4.0372,4.0999,19860
2005-08-02,4.0999,4.0999,3.9494,4.0058,42021
2005-08-03,4.0372,4.1313,4.0058,4.0372,73532
2005-08-04,4.0686,4.0999,4.0058,4.0999,4574
2005-08-05,4.0372,4.1313,4.0372,4.1313,30411
2005-08-08,4.0058,4.1313,4.0058,4.1313,3993
2005-08-09,4.1313,4.1313,4.0058,4.0686,9786
2005-08-10,4.0686,4.0686,3.9182,3.9494,25476
2005-08-11,3.9494,4.0058,3.9494,3.9745,27106
2005-08-12,4.0058,4.0372,3.9745,3.9745,12901
2005-08-16,3.9745,4.0686,3.9745,4.0686,27762
2005-08-17,4.1313,4.3131,4.0686,4.2505,288860
2005-08-18,4.2505,4.2505,4.1877,4.1877,21831
2005-08-19,4.1564,4.2505,4.1313,4.1313,67993
2005-08-22,4.2505,4.2505,4.1564,4.1877,13981
